scope,operator,t_bucket,l_bucket,num_units,avg_stoc_len,avg_error,metric_mean,metric_std,counts,fractions,thresholds,level_mean_error
bucket,mlp_fc2,3,3,5120,32.0,0.007903477177023888,0.30577972531318665,0.1560162752866745,"0,0,0,0,0,782,3556,782","0.000000,0.000000,0.000000,0.000000,0.000000,0.152734,0.694531,0.152734","1.000000,1.000000,1.000000,1.000000,1.000000,0.471525,0.154814","0.000259,0.000373,0.000717,0.001190,0.002384,0.004054,0.008177,0.025834"
bucket,proj,0,0,7168,32.0,0.007141634821891785,0.25082826614379883,0.1660977303981781,"0,0,0,0,15,1187,4749,1217","0.000000,0.000000,0.000000,0.000000,0.002093,0.165597,0.662528,0.169782","1.000000,1.000000,1.000000,1.000000,0.938114,0.402234,0.110899","0.000284,0.000398,0.000733,0.001193,0.002428,0.003919,0.007836,0.024158"
bucket,proj,0,1,7168,32.002232142857146,0.010682188905775547,0.26282674074172974,0.12291356921195984,"0,0,0,0,0,14,7141,13","0.000000,0.000000,0.000000,0.000000,0.000000,0.001953,0.996233,0.001814","1.000000,1.000000,1.000000,1.000000,1.000000,0.805681,0.025589","0.000311,0.000489,0.000929,0.001524,0.003171,0.005160,0.010688,0.034209"
bucket,proj,0,2,7168,32.0,0.008467589505016804,0.3009127080440521,0.12536601722240448,"0,0,0,0,0,316,6536,316","0.000000,0.000000,0.000000,0.000000,0.000000,0.044085,0.911830,0.044085","1.000000,1.000000,1.000000,1.000000,1.000000,0.549533,0.126353","0.000249,0.000392,0.000741,0.001217,0.002536,0.004136,0.008544,0.027340"
bucket,proj,0,3,7168,32.0,0.0048548998311161995,0.23877856135368347,0.12470688670873642,"0,0,0,0,0,1563,4042,1563","0.000000,0.000000,0.000000,0.000000,0.000000,0.218052,0.563895,0.218052","1.000000,1.000000,1.000000,1.000000,1.000000,0.325542,0.137548","0.000167,0.000260,0.000487,0.000802,0.001666,0.002718,0.005567,0.017753"
bucket,proj,1,0,3584,32.0,0.005571227055042982,0.27577292919158936,0.17095604538917542,"0,0,0,0,0,724,2136,724","0.000000,0.000000,0.000000,0.000000,0.000000,0.202009,0.595982,0.202009","1.000000,1.000000,1.000000,1.000000,1.000000,0.395689,0.136967","0.000217,0.000306,0.000566,0.000924,0.001886,0.003038,0.006112,0.019050"
bucket,proj,1,1,3584,32.004464285714285,0.009951687417924404,0.24342559278011322,0.11613120883703232,"0,0,0,0,0,4,3577,3","0.000000,0.000000,0.000000,0.000000,0.000000,0.001116,0.998047,0.000837","1.000000,1.000000,1.000000,1.000000,1.000000,0.867256,0.021294","0.000286,0.000450,0.000859,0.001410,0.002938,0.004792,0.009957,0.032013"
bucket,proj,1,2,3584,32.0,0.008398723788559437,0.2770983576774597,0.13138873875141144,"0,0,0,0,0,279,3026,279","0.000000,0.000000,0.000000,0.000000,0.000000,0.077846,0.844308,0.077846","1.000000,1.000000,1.000000,1.000000,1.000000,0.477295,0.123056","0.000248,0.000390,0.000739,0.001213,0.002531,0.004131,0.008547,0.027441"
bucket,proj,1,3,3584,32.0,0.0043922592885792255,0.17857323586940765,0.093778096139431,"0,0,0,0,0,792,2000,792","0.000000,0.000000,0.000000,0.000000,0.000000,0.220982,0.558036,0.220982","1.000000,1.000000,1.000000,1.000000,1.000000,0.230006,0.109684","0.000156,0.000243,0.000455,0.000748,0.001546,0.002525,0.005183,0.016595"
bucket,proj,2,0,3584,32.0,0.005936624947935343,0.282358855009079,0.17300204932689667,"0,0,0,0,0,592,2400,592","0.000000,0.000000,0.000000,0.000000,0.000000,0.165179,0.669643,0.165179","1.000000,1.000000,1.000000,1.000000,1.000000,0.440424,0.126284","0.000225,0.000316,0.000585,0.000950,0.001943,0.003142,0.006351,0.019843"
bucket,proj,2,1,3584,32.004464285714285,0.009747771546244621,0.22560878098011017,0.11114359647035599,"0,0,0,0,0,12,3561,11","0.000000,0.000000,0.000000,0.000000,0.000000,0.003348,0.993583,0.003069","1.000000,1.000000,1.000000,1.000000,1.000000,0.677661,0.030706","0.000277,0.000437,0.000837,0.001372,0.002868,0.004681,0.009757,0.031382"
bucket,proj,2,2,3584,32.0,0.00816731620579958,0.2641771733760834,0.13383162021636963,"0,0,0,0,0,329,2926,329","0.000000,0.000000,0.000000,0.000000,0.000000,0.091797,0.816406,0.091797","1.000000,1.000000,1.000000,1.000000,1.000000,0.446902,0.115107","0.000242,0.000381,0.000720,0.001178,0.002458,0.004018,0.008324,0.026815"
bucket,proj,2,3,3584,32.0,0.0047810799442231655,0.24501024186611176,0.11032184958457947,"0,0,0,0,0,733,2118,733","0.000000,0.000000,0.000000,0.000000,0.000000,0.204520,0.590960,0.204520","1.000000,1.000000,1.000000,1.000000,1.000000,0.327200,0.155547","0.000158,0.000246,0.000459,0.000754,0.001560,0.002551,0.005266,0.016868"
bucket,proj,3,0,7168,32.0,0.005922697484493256,0.32470306754112244,0.19339561462402344,"0,0,0,0,0,1010,5148,1010","0.000000,0.000000,0.000000,0.000000,0.000000,0.140904,0.718192,0.140904","1.000000,1.000000,1.000000,1.000000,1.000000,0.529307,0.124755","0.000225,0.000306,0.000573,0.000929,0.001913,0.003103,0.006354,0.020185"
bucket,proj,3,1,7168,32.002232142857146,0.009491796605288982,0.33815258741378784,0.1851307898759842,"0,0,0,0,0,10,7149,9","0.000000,0.000000,0.000000,0.000000,0.000000,0.001395,0.997349,0.001256","1.000000,1.000000,1.000000,1.000000,1.000000,0.976178,0.012877","0.000262,0.000417,0.000799,0.001320,0.002776,0.004545,0.009494,0.030764"
bucket,proj,3,2,7168,32.0,0.006552197504788637,0.38336196541786194,0.21637789905071259,"0,0,0,0,0,301,6566,301","0.000000,0.000000,0.000000,0.000000,0.000000,0.041992,0.916016,0.041992","1.000000,1.000000,1.000000,1.000000,1.000000,0.803391,0.087588","0.000186,0.000293,0.000560,0.000917,0.001928,0.003147,0.006586,0.021610"
bucket,proj,3,3,7168,32.0,0.004043820314109325,0.36305591464042664,0.2086528241634369,"0,0,0,0,0,894,5380,894","0.000000,0.000000,0.000000,0.000000,0.000000,0.124721,0.750558,0.124721","1.000000,1.000000,1.000000,1.000000,1.000000,0.630007,0.137727","0.000124,0.000195,0.000371,0.000607,0.001267,0.002076,0.004312,0.013950"
bucket,qk,0,0,224,32.07142857142857,0.015712793916463852,0.4130863547325134,0.3143656849861145,"0,0,0,3,9,50,83,79","0.000000,0.000000,0.000000,0.013393,0.040179,0.223214,0.370536,0.352679","1.000000,1.000000,1.000000,1.000000,1.000000,0.614212,0.215515","0.004036,0.001499,0.002834,0.004308,0.008152,0.011962,0.021720,0.054048"
bucket,qk,0,1,224,32.0,0.014054520055651665,0.43091052770614624,0.27690887451171875,"0,0,0,0,1,14,193,16","0.000000,0.000000,0.000000,0.000000,0.004464,0.062500,0.861607,0.071429","1.000000,1.000000,1.000000,1.000000,1.000000,0.969087,0.026950","0.000387,0.000635,0.001282,0.002086,0.004324,0.007034,0.014467,0.043290"
bucket,qk,0,2,224,32.0,0.013315408490598202,0.45030975341796875,0.2938764691352844,"0,0,0,0,0,9,206,9","0.000000,0.000000,0.000000,0.000000,0.000000,0.040179,0.919643,0.040179","1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000","0.000362,0.000593,0.001195,0.001945,0.004034,0.006584,0.013595,0.041153"
bucket,qk,0,3,224,32.07142857142857,0.01954839564859867,0.4981657564640045,0.3062571585178375,"0,0,0,0,2,8,203,11","0.000000,0.000000,0.000000,0.000000,0.008929,0.035714,0.906250,0.049107","1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000","0.000567,0.000918,0.001846,0.002998,0.006162,0.009959,0.020180,0.058754"
bucket,qk,1,0,112,32.142857142857146,0.013683639466762543,0.38131245970726013,0.3002670705318451,"0,0,0,0,8,22,45,37","0.000000,0.000000,0.000000,0.000000,0.071429,0.196429,0.401786,0.330357","1.000000,1.000000,1.000000,1.000000,0.926056,0.584066,0.189134","0.002924,0.001206,0.002296,0.003522,0.006730,0.009950,0.018475,0.047624"
bucket,qk,1,1,112,32.142857142857146,0.014152218587696552,0.4120221734046936,0.2768719494342804,"0,0,0,0,0,9,95,8","0.000000,0.000000,0.000000,0.000000,0.000000,0.080357,0.848214,0.071429","1.000000,1.000000,1.000000,1.000000,1.000000,0.829289,0.025732","0.000381,0.000628,0.001267,0.002061,0.004282,0.006986,0.014451,0.043797"
bucket,qk,1,2,112,32.142857142857146,0.012468956410884857,0.42082077264785767,0.28383511304855347,"0,0,0,0,0,5,103,4","0.000000,0.000000,0.000000,0.000000,0.000000,0.044643,0.919643,0.035714","1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000","0.000338,0.000554,0.001116,0.001819,0.003778,0.006172,0.012785,0.039066"
bucket,qk,1,3,112,32.142857142857146,0.017077317461371422,0.5077479481697083,0.32058587670326233,"0,0,0,0,0,5,103,4","0.000000,0.000000,0.000000,0.000000,0.000000,0.044643,0.919643,0.035714","1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000","0.000489,0.000792,0.001592,0.002584,0.005322,0.008620,0.017540,0.051681"
bucket,qk,2,0,112,32.142857142857146,0.015843508765101433,0.3759789764881134,0.31464138627052307,"0,0,0,0,8,22,45,37","0.000000,0.000000,0.000000,0.000000,0.071429,0.196429,0.401786,0.330357","1.000000,1.000000,1.000000,1.000000,0.959775,0.572914,0.175563","0.002376,0.001326,0.002550,0.003953,0.007598,0.011351,0.021053,0.053444"
bucket,qk,2,1,112,32.142857142857146,0.013734696432948112,0.3941192030906677,0.2759733200073242,"0,0,0,0,0,7,99,6","0.000000,0.000000,0.000000,0.000000,0.000000,0.062500,0.883929,0.053571","1.000000,1.000000,1.000000,1.000000,1.000000,0.983636,0.000000","0.000367,0.000606,0.001221,0.001988,0.004132,0.006752,0.014017,0.042762"
bucket,qk,2,2,112,32.142857142857146,0.010874316096305847,0.3913429081439972,0.27414441108703613,"0,0,0,0,0,6,101,5","0.000000,0.000000,0.000000,0.000000,0.000000,0.053571,0.901786,0.044643","1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000","0.000290,0.000477,0.000960,0.001566,0.003259,0.005345,0.011121,0.034365"
bucket,qk,2,3,112,32.0,0.01606111414730549,0.4536396861076355,0.32146260142326355,"0,0,0,0,0,9,94,9","0.000000,0.000000,0.000000,0.000000,0.000000,0.080357,0.839286,0.080357","1.000000,1.000000,1.000000,1.000000,1.000000,0.972463,0.003250","0.000453,0.000742,0.001489,0.002422,0.004992,0.008109,0.016588,0.049132"
bucket,qk,3,0,224,32.07142857142857,0.021364081650972366,0.3470393717288971,0.31780192255973816,"0,0,0,1,16,43,86,78","0.000000,0.000000,0.000000,0.004464,0.071429,0.191964,0.383929,0.348214","1.000000,1.000000,1.000000,1.000000,0.953898,0.537162,0.137161","0.002269,0.001757,0.003404,0.005343,0.010315,0.015601,0.028645,0.070168"
bucket,qk,3,1,224,32.07142857142857,0.010095219127833843,0.41492635011672974,0.28260287642478943,"0,0,0,0,0,35,155,34","0.000000,0.000000,0.000000,0.000000,0.000000,0.156250,0.691964,0.151786","1.000000,1.000000,1.000000,1.000000,1.000000,0.745908,0.131185","0.000291,0.000484,0.000969,0.001579,0.003281,0.005346,0.011079,0.034218"
bucket,qk,3,2,224,32.0,0.005690353456884623,0.35982927680015564,0.2798592150211334,"0,0,0,0,1,44,133,46","0.000000,0.000000,0.000000,0.000000,0.004464,0.196429,0.593750,0.205357","1.000000,1.000000,1.000000,1.000000,1.000000,0.565364,0.117903","0.000170,0.000280,0.000560,0.000913,0.001893,0.003113,0.006499,0.020456"
bucket,qk,3,3,224,32.07142857142857,0.015107802115380764,0.4615762233734131,0.3042387068271637,"0,0,0,5,14,22,114,69","0.000000,0.000000,0.000000,0.022321,0.062500,0.098214,0.508929,0.308036","1.000000,1.000000,1.000000,1.000000,0.971603,0.825174,0.265366","0.000711,0.001184,0.002344,0.003771,0.007507,0.011903,0.022752,0.058778"
